wikiKey,seatKey,lat,lng,img,clue,isGreat,firstChapter,lastChapter,firstEpisode,lastEpisode
House_Rambton,,15.5383,-89.0039,http://awoiaf.westeros.org/images/thumb/1/1c/House_Rambton.PNG/109px-House_Rambton.PNG,Sweetport Sound,,,,,
House_Sunglass,,16.1724,-88.2128,http://awoiaf.westeros.org/images/thumb/a/a6/Sunglass.png/50px-Sunglass.png,Sweetport Sound,,,,,
House_Velaryon,,11.6522,-88.1103,http://awoiaf.westeros.org/images/thumb/f/f3/House_Velaryon.PNG/103px-House_Velaryon.PNG,Driftmark,,,,,
House_Brune_of_Brownhollow,,21.7799,-83.4667,http://awoiaf.westeros.org/images/thumb/1/1c/House_Brune.PNG/100px-House_Brune.PNG,Crackclaw Point at Brownhollow,,,,,
House_Brune_of_the_Dyre_Den,Dyre_Den,,,http://awoiaf.westeros.org/images/thumb/5/5c/Coats_of_arms_of_None.png/100px-Coats_of_arms_of_None.png,,,,,,
House_Appleton,,-6.8391,-111.27,http://awoiaf.westeros.org/images/thumb/1/13/House_Appleton.png/109px-House_Appleton.png,the Reach,,,,,
House_Ambrose,,-15.1145,-143.35,http://awoiaf.westeros.org/images/thumb/9/9f/Ambrose.png/50px-Ambrose.png,the Reach,,,,,
House_Ashford,Ashford,,,http://awoiaf.westeros.org/images/thumb/7/74/House_Ashford.PNG/102px-House_Ashford.PNG,,,,,,
House_Beesbury,Honeyholt,,,http://awoiaf.westeros.org/images/thumb/8/80/Beesburymotto.png/100px-Beesburymotto.png,,,,,,
House_Blackbar,Bandallon,,,http://awoiaf.westeros.org/images/thumb/0/08/House_Blackbar.PNG/90px-House_Blackbar.PNG,,,,,,
House_Bulwer,Blackcrown,,,http://awoiaf.westeros.org/images/thumb/d/d7/House_Bulwer.PNG/95px-House_Bulwer.PNG,,,,,,
House_Caswell,Bitterbridge,,,http://awoiaf.westeros.org/images/thumb/1/10/House_Caswell.png/109px-House_Caswell.png,,,,,,
House_Cockshaw,,-0.7031,-121.816,http://awoiaf.westeros.org/images/thumb/f/f3/Cockshaw.png/50px-Cockshaw.png,the Reach,,,,,
House_Cordwayner,,-10.1419,-152.754,http://awoiaf.westeros.org/images/thumb/b/b0/Cordwayner.png/250px-Cordwayner.png,the Reach at Hammerhal,,,,,
House_Costayne,Three_Towers,,,http://awoiaf.westeros.org/images/thumb/5/57/House_Costayne.PNG/109px-House_Costayne.PNG,,,,,,
House_Crane,Red_Lake,,,http://awoiaf.westeros.org/images/thumb/1/14/House_Crane.PNG/109px-House_Crane.PNG,,,,,,
House_Cuy,Sunflower_Hall,,,http://awoiaf.westeros.org/images/thumb/5/57/House_Cuy.PNG/50px-House_Cuy.PNG,,,,,,
House_Footly,Tumbleton,,,http://awoiaf.westeros.org/images/thumb/a/a0/Footly.png/50px-Footly.png,,,,,,
House_Hightower,Oldtown,,,http://awoiaf.westeros.org/images/thumb/7/7c/House_Hightower.png/90px-House_Hightower.png,,,,,,
House_Meadows,Grassy_Vale,,,http://awoiaf.westeros.org/images/thumb/f/f5/Meadows.png/109px-Meadows.png,,,,,,
House_Merryweather,Longtable,,,http://awoiaf.westeros.org/images/thumb/5/5a/House_Merryweather.PNG/50px-House_Merryweather.PNG,,,,,,
House_Mullendore,Uplands,,,http://awoiaf.westeros.org/images/thumb/9/94/Mullendore.png/50px-Mullendore.png,,,,,,
House_Oakheart,Old_Oak,,,http://awoiaf.westeros.org/images/thumb/0/0f/House_Oakheart.png/90px-House_Oakheart.png,,,,,,
House_Peake,,-31.2785,-142.119,http://awoiaf.westeros.org/images/thumb/f/f1/House_Peake.PNG/50px-House_Peake.PNG,the Reach at Starpike,,,,,
House_Redwyne,,-47.1,-156.533,http://awoiaf.westeros.org/images/thumb/b/b1/House_Redwyne2.png/109px-House_Redwyne2.png,the Arbor,,,,,
House_Rowan,Goldengrove,,,http://awoiaf.westeros.org/images/thumb/d/dc/House_Rowan.PNG/50px-House_Rowan.PNG,,,,,,
House_Shermer,,-35.5322,-147.744,http://awoiaf.westeros.org/images/thumb/c/ca/Shermer.png/109px-Shermer.png,the Reach at Smithyton,,,,,
House_Tarly,Horn_Hill,,,http://awoiaf.westeros.org/images/thumb/d/d8/Tarly.png/50px-Tarly.png,,,,,,
House_Tyrell_of_Brightwater_Keep,Brightwater_Keep,,,http://awoiaf.westeros.org/images/thumb/9/9c/Garlan_Tyrell_COA.png/90px-Garlan_Tyrell_COA.png,,,,,,
House_Florent,Brightwater_Keep,,,http://awoiaf.westeros.org/images/thumb/c/c1/House_Florent.PNG/50px-House_Florent.PNG,,,,,,
House_Fossoway_of_Cider_Hall,Cider_Hall,,,http://awoiaf.westeros.org/images/thumb/4/43/House_Fossoway_red.png/50px-House_Fossoway_red.png,,,,,,
House_Fossoway_of_New_Barrel,,-17.1408,-118.828,http://awoiaf.westeros.org/images/thumb/7/77/House_Fossoway_green.png/50px-House_Fossoway_green.png,New Barrel,,,,,
House_Varner,,-6.0531,-129.551,http://awoiaf.westeros.org/images/thumb/3/33/House_Varner.PNG/112px-House_Varner.PNG,the Reach,,,,,
House_Vyrwel,,-40.38,-146.25,http://awoiaf.westeros.org/images/thumb/c/cd/House_Vyrwel.PNG/100px-House_Vyrwel.PNG,the Reach at Darkdell,,,,,
House_Chester,,-21.3712,-151.611,http://awoiaf.westeros.org/images/thumb/0/06/Chester.png/109px-Chester.png,,,0,253,,
House_Volmark,,-21.3712,-151.611,http://awoiaf.westeros.org/images/thumb/1/17/House_Volmark.png/109px-House_Volmark.png,,,254,999,,
House_Grimm,,-21.2074,-149.063,http://awoiaf.westeros.org/images/thumb/7/7d/Grimm.png/50px-Grimm.png,,,0,253,,
House_Harlaw_of_Grey_Garden,,-21.2074,-149.063,http://awoiaf.westeros.org/images/thumb/b/bb/Harris_Harlaw.png/109px-Harris_Harlaw.png,,,254,999,,
House_Hewett,Lord_Hewett%27s_Town,,,http://awoiaf.westeros.org/images/thumb/2/2c/Hewett.png/50px-Hewett.png,,,0,253,,
Nute,Lord_Hewett%27s_Town,,,http://awoiaf.westeros.org/images/thumb/5/5c/Coats_of_arms_of_None.png/100px-Coats_of_arms_of_None.png,,,254,999,,
House_Serry,,-22.35,-150.249,http://awoiaf.westeros.org/images/thumb/e/ed/House_Serry.PNG/50px-House_Serry.PNG,,,0,253,,
Andrik,,-22.35,-150.249,http://awoiaf.westeros.org/images/thumb/5/5c/Coats_of_arms_of_None.png/100px-Coats_of_arms_of_None.png,,,254,999,,
House_Dondarrion,Blackhaven,,,http://awoiaf.westeros.org/images/thumb/1/1d/Dondarrion.png/55px-Dondarrion.png,,,,,,
House_Caron,Nightsong,,,http://awoiaf.westeros.org/images/thumb/6/64/House_Caron.png/105px-House_Caron.png,,,0,137,0,99
House_Foote_of_Nightsong,Nightsong,,,http://awoiaf.westeros.org/images/thumb/0/0c/House_Foote.PNG/100px-House_Foote.PNG,,,138,999,-1,-1
House_Swann,Stonehelm,,,http://awoiaf.westeros.org/images/thumb/a/a9/House_Swann.PNG/50px-House_Swann.PNG,,,,,,
House_Bolling,,-20.3858,-104.502,http://awoiaf.westeros.org/images/thumb/6/66/House_Bolling.PNG/109px-House_Bolling.PNG,the Stormlands,,,,,
House_Buckler,Bronzegate,,,http://awoiaf.westeros.org/images/thumb/8/81/House_Buckler.png/50px-House_Buckler.png,,,,,,
House_Cafferen,Fawnton,,,http://awoiaf.westeros.org/images/thumb/9/94/Cafferen.png/250px-Cafferen.png,,,,,,
House_Connington,Griffin%27s_Roost,,,http://awoiaf.westeros.org/images/thumb/0/07/House_Connington.png/50px-House_Connington.png,,,,,,
House_Errol,Haystack_Hall,,,http://awoiaf.westeros.org/images/thumb/8/88/Errol.png/50px-Errol.png,,,,,,
House_Estermont,Greenstone,,,http://awoiaf.westeros.org/images/thumb/5/5a/House_Estermont.PNG/50px-House_Estermont.PNG,,,,,,
House_Fell,Felwood,,,http://awoiaf.westeros.org/images/thumb/3/34/House_Fell.PNG/50px-House_Fell.PNG,,,,,,
House_Gower,,-22.6748,-102.041,http://awoiaf.westeros.org/images/thumb/4/4b/Gower.PNG/50px-Gower.PNG,the Stormlands,,,,,
House_Grandison,Grandview,,,http://awoiaf.westeros.org/images/thumb/8/82/House_Grandison.PNG/102px-House_Grandison.PNG,,,,,,
House_Hasty,,-3.9519,-87.1875,http://awoiaf.westeros.org/images/thumb/9/98/House_Hasty.PNG/100px-House_Hasty.PNG,the Stormlands,,,,,
House_Herston,,-14.5197,-107.227,http://awoiaf.westeros.org/images/thumb/6/65/Herston.png/90px-Herston.png,the Stormlands,,,,,
House_Horpe,,-28.459,-99.6679,http://awoiaf.westeros.org/images/thumb/1/14/Horpe.png/50px-Horpe.png,the Stormlands,,,,,
House_Kellington,,-28.0719,-93.955,http://awoiaf.westeros.org/images/thumb/c/c7/Kellington.png/109px-Kellington.png,the Stormlands,,,,,
House_Lonmouth,,-27.6056,-87.2753,http://awoiaf.westeros.org/images/thumb/c/ce/House_Lonmouth.PNG/109px-House_Lonmouth.PNG,the Stormlands,,,,,
House_Mertyns,Mistwood,,,http://awoiaf.westeros.org/images/thumb/0/01/House_Mertyns.PNG/90px-House_Mertyns.PNG,,,,,,
House_Morrigen,Crow%27s_Nest,,,http://awoiaf.westeros.org/images/thumb/e/e5/House_Morrigen.PNG/109px-House_Morrigen.PNG,,,,,,
House_Musgood,,-22.1874,-91.3183,http://awoiaf.westeros.org/images/thumb/5/5e/Musgood.png/109px-Musgood.png,the Stormlands,,,,,
House_Peasebury,,-5.441,-89.3847,http://awoiaf.westeros.org/images/thumb/c/ce/Peasebury.png/50px-Peasebury.png,"the Stormlands, in Poddingfield",,,,,
House_Penrose,Parchments,,,http://awoiaf.westeros.org/images/thumb/1/1b/House_Penrose.PNG/92px-House_Penrose.PNG,,,,,,
House_Rogers,,-10.5742,-90.1757,http://awoiaf.westeros.org/images/thumb/6/67/House_Rogers.png/109px-House_Rogers.png,"the Stormlands, in Amberly",,,,,
House_Selmy,Harvest_Hall,,,http://awoiaf.westeros.org/images/thumb/6/61/Selmy.png/50px-Selmy.png,,,,,,
House_Staedmon,,-5.9657,-98.0859,http://awoiaf.westeros.org/images/thumb/2/2c/House_Steadmon.PNG/109px-House_Steadmon.PNG,"the Stormlands, in Broad Arch",,,,,
House_Swygert,,-22.1059,-85.166,http://awoiaf.westeros.org/images/thumb/a/a2/Swygert.png/109px-Swygert.png,the Stormlands,,,,,
House_Tarth,Evenfall_Hall,,,http://awoiaf.westeros.org/images/thumb/f/f3/House_Tarth.PNG/40px-House_Tarth.PNG,,,,,,
House_Trant,,-30.9022,-93.4277,http://awoiaf.westeros.org/images/thumb/5/5d/House_Trant.png/50px-House_Trant.png,"the Stormlands, in Gallowsgrey",,,,,
House_Tudbury,,-27.9167,-106.348,http://awoiaf.westeros.org/images/thumb/8/82/House_Tudbury.png/120px-House_Tudbury.png,the Stormlands,,,,,
House_Wagstaff,,-24.4471,-95.5371,http://awoiaf.westeros.org/images/thumb/9/95/Wagstaff.png/93px-Wagstaff.png,the Stormlands,,,,,
House_Wensington,,-17.3925,-108.457,http://awoiaf.westeros.org/images/thumb/1/1d/House_Wensington.PNG/90px-House_Wensington.PNG,the Stormlands,,,,,
House_Wylde,Rain_House,,,http://awoiaf.westeros.org/images/thumb/2/20/Wylde.png/109px-Wylde.png,,,,,,
House_Seaworth,,-23.8054,-83.3203,http://awoiaf.westeros.org/images/thumb/9/99/Seaworth.png/90px-Seaworth.png,Cape Wrath,,,,,
House_Allyrion,Godsgrace,,,http://awoiaf.westeros.org/images/thumb/2/25/House_Allyrion.PNG/120px-House_Allyrion.PNG,,,,,,
House_Blackmont,Blackmont,,,http://awoiaf.westeros.org/images/thumb/f/f9/Blackmont.png/120px-Blackmont.png,,,,,,
House_Dalt,Lemonwood,,,http://awoiaf.westeros.org/images/thumb/f/fb/DaltCoA.png/50px-DaltCoA.png,,,,,,
House_Dayne,Starfall,,,http://awoiaf.westeros.org/images/thumb/1/15/DayneCoA.png/120px-DayneCoA.png,,,,,,
House_Dayne_of_High_Hermitage,High_Hermitage,,,http://awoiaf.westeros.org/images/thumb/5/5c/Coats_of_arms_of_None.png/100px-Coats_of_arms_of_None.png,,,,,,
House_Fowler,Skyreach,,,http://awoiaf.westeros.org/images/thumb/0/06/House_Fowler.png/90px-House_Fowler.png,,,,,,
House_Gargalen,Salt_Shore,,,http://awoiaf.westeros.org/images/thumb/7/75/House_Gargalen.png/120px-House_Gargalen.png,,,,,,
House_Jordayne,Tor,,,http://awoiaf.westeros.org/images/thumb/0/00/House_Jordayne.PNG/100px-House_Jordayne.PNG,,,,,,
House_Manwoody,Kingsgrave,,,http://awoiaf.westeros.org/images/thumb/c/c5/House_Manwoody.PNG/120px-House_Manwoody.PNG,,,,,,
House_Qorgyle,Sandstone,,,http://awoiaf.westeros.org/images/thumb/2/28/Qorgyle.png/90px-Qorgyle.png,,,,,,
House_Toland,Ghost_Hill,,,http://awoiaf.westeros.org/images/thumb/c/cd/Toland.png/119px-Toland.png,,,,,,
House_Uller,Hellholt,,,http://awoiaf.westeros.org/images/thumb/1/14/House_Uller.png/105px-House_Uller.png,,,,,,
House_Vaith,Vaith,,,http://awoiaf.westeros.org/images/thumb/3/3e/House_Vaith.PNG/103px-House_Vaith.PNG,,,,,,
House_Wyl,Wyl_(Dorne),,,http://awoiaf.westeros.org/images/thumb/1/1f/WylCoA.png/120px-WylCoA.png,the Boneway,,,,,
House_Yronwood,Yronwood,,,http://awoiaf.westeros.org/images/thumb/b/b9/Yronwood.png/120px-Yronwood.png,,,,,,
